HS4,Trade Value,Year
Imitation Jewellery,1800954.9999999998,2022
Wallpaper,56840.0,1995
Animal Hair,69854.0,2012
Cold-Rolled Iron,8426498.000000002,2015
Decals,37780.0,2018
Metal Pickling Preparations,30880.0,2007
Other Vegetable Fibers Fabric,323920.0,2014
Non-Knit Men's Shirts,106729304.0,2015
Glass Fibers,2608.0,1996
Woodworking machines,280799.0,2003
Pearl Products,192857.0,2006
Artificial Graphite,4813.0,1995
Garden Tools,65823.0,1997
Phenols,336.0,2022
Acrylic Polymers,484026.0,2000
Refractory Bricks,83434.0,1997
Electrical Control Boards,1867405.0,2000
Cloves,25059.0,2000
Articles of Gut,2720.0,2012
Cassava,33172.0,2008
Plant foliage,80141.0,2001
Sunflower Seeds,45080.0,2007
Frozen Vegetables,5587847.0,2002
Bulbs and Roots,44208.0,2001
Lifting Machinery,1151569.0,2017
Cast or Rolled Glass,22717.0,1997
Coconut Oil,13564.0,2006
Textiles for technical uses,3620909.0,2019
Carbon-based Electronics,25596.0,1998
Hydraulic Brake Fluid,221554.00000000003,2016
Metalworking Machines,52007.0,2018
Looms,368332.0,2003
Wrenches,16213.999999999998,2001
Lighters,1105.0,2004
Coral and Shells,540629.0,1995
Filing Cabinets,16135.0,2005
Non-Retail Artificial Filament Yarn,1070.0000000000002,2019
Hair Products,4212706.0,2000
Plastic Building Materials,2151218.0,2004
Book-binding Machines,5290.0,2022
Safes,67095.0,2005
"Fish: dried, salted, smoked or in brine",12064629.0,2017
Knives,86746.0,2008
Combed Wool or Animal Hair Fabric,3284464.0,2008
Recovered Paper Pulp,306.0,2022
Other Oily Seeds,205517.0,2001
Metal Signs,50288.00000000001,2005
Scales,955053.0,2009
Laboratory Ceramic Ware,232734.0,2013
Sauces and Seasonings,17546.0,1995
Knit Socks and Hosiery,16015687.0,2001
Safety Glass,21988636.0,2022
Wool,41293.0,1995
Bladed Weapons and Accessories,1486.0,2020
Retail Artificial Staple Fibers Yarn,6663.000000000001,2018
Plaiting Products,206855.0,2005
Sauces and Seasonings,191599.0,2002
Aluminium Cans,728587.0,2005
Rubber Tires,24102431.0,1997
Limestone,30749.0,2019
Dithionites and Sulfoxylates,1464.0,2011
Washing and Bottling Machines,858206.0,2019
Liquid Fuel Furnaces,63692.0,2021
Vegetable material for brooms and brushes,4323.0,1999
Rubber Inner Tubes,11028.0,2015
Bandages,1898037.0,2011
Shaped Wood,107632.0,2009
Tissue,411620.0,2012
Other Engines,628748.0,2015
Flat-Rolled Iron,94121.0,2005
Other Vegetable Oils,436583.0,2009
Mirrors and Lenses,21779.0,2006
Portable Lighting,21286.0,1997
Walking Sticks,10882.0,1997
Wooden Tool Handles,408901.0,2016
Imitation Jewellery,1335405.0,2004
Imitation Jewellery,2420503.0,2008
Carboxyimide Compounds,113.0,2015
Electricity,1534530.0,2006
Boron,31.0,2003
Nickel Sheets,209.0,2018
Acyclic Alcohols,29311.0,2011
Glazed Ceramics,1565784.0,2002
Office Machine Parts,3478250.0,2021
Polycarboxylic Acids,906.0,1999
Trunks and Cases,17750476.0,2000
Starch Residue,177.0,2008
Orthopedic Appliances,3028090.0,2012
Flat Flat-Rolled Steel,2755527.0,2018
Calendars,88089.0,2011
Cameras,130470.0,1996
Wheeled Toys,3321.0,2003
Vegetable Parchment,98.0,2001
Other Carbon Paper,129882.0,2013
Linoleum,18450.0,2007
Crustaceans,43290820.0,1995
Other Domestic Electric Housewares,494115.0,2011
Soups and Broths,1897510.0,1998
Salt,421397.0,2000
Candles,1160756.0,2003
Copper Fasteners,69224.0,2015
Polishes and Creams,123627.0,2019
Other Glass Articles,118048.0,2022
Synthetic Filament Yarn Woven Fabric,9340255.0,2013
Candles,154704.0,1997
Accordions,5541.0,2001
Fat and Oil Residues,11804.0,2005
Rice,3.0,2001
Footwear Parts,76224580.0,2019
Dried Legumes,12944527.0,2021
Soups and Broths,1399870.0,1997
Soap,178678.0,1997
Tool Sets,109457.0,2021
Wheat Flours,629233.0,2021
Transmissions,1850856.0,2015
Coral and Shells,1457512.0,2016
Engine Parts,118347539.0,2021
Other Aluminium Products,576822.0,2002
Bricks,13538.0,2011
Non-Knit Gloves,1513670.0,2016
Fruit Juice,16603212.0,2019
Hose Piping Textiles,194.0,2002
Postcards,3036.0,2003
Non-Retail Artificial Staple Fibers Yarn,729627.0,2004
Other Construction Vehicles,272969.0,2004
Processed Cereals,18697.0,2016
Non-Retail Artificial Filament Yarn,55730.0,1995
Industrial Printers,29312618.000000004,2017
Aluminium Oxide,13805.0,2006
Compounded Unvulcanised Rubber,73819.0,2010
Spice Seeds,10167745.0,2013
Knit Women's Undergarments,63779960.0,2010
Fishing and Hunting Equipment,23427.0,2010
Rock Wool,60749.0,2012
Surveying Equipment,3753515.0,2017
Quaternary Ammonium Salts and Hydroxides,726761.0,2004
"Bicycles, delivery tricycles, other cycles",1720.0,1999
Copper Alloys,46230.0,2005
Cyclic Alcohols,725.0,1995
Non-Knit Men's Shirts,163839532.0,2007
Time Switches,2650.0,2013
Sugar Preserved Foods,99333.0,2020
Titanium Oxides,188593.0,2011
Hand Tools,594401.0,2013
Raw Plastic Sheeting,1202777.0,1998
Laboratory Reagents,180892.0,1998
Glass Balls,4793.0,2021
Light Pure Woven Cotton,6576371.0,2005
Navigation Equipment,294222.0,1999
Leather Sheets,9663.0,2011
Knit Sweaters,213751272.0,1999
Non-Retail Artificial Staple Fibers Yarn,134021.0,2022
Tanned Goat Hides,226661.0,2019
Edible Offal,38231.0,2017
Calcium Phosphates,1618731127.0,2013
Wadding,223918.0,2010
LCDs,178188.0,2005
Other Rubber Products,5478739.0,2006
Sulfite Chemical Woodpulp,62042.0,2007
Cathode Tubes,4859.0,2015
Polyamides,161861.0,2015
Soapstone,2407.0,2010
Kaolin,3897006.0,2007
Blown Glass,2176.0,2002
Other Organo-Inorganic Compounds,43191.0,2011
Dictation Machines,3131.0,2010
Medical Furniture,241739.0,2006
Ink,70309.0,1997
Wallpaper,7809.000000000001,2003
Wood Carpentry,10246522.0,2019
Lettuce,1697299.0,2022
Pharmaceutical Rubber Products,12045.0,2002
Perfume Plants,48268830.0,2014
"Awnings, Tents, and Sails",1535509.0,2017
Precious Metal Scraps,4926467.0,2015
Glycosides,13439910.0,2022
Wood Fiberboard,57329.0,2009
Neck Ties,1918753.0,2001
Refractory Bricks,1366811.0,2018
Other Nickel Products,27639.0,2010
Copper Foil,6374.0,2018
Ferroalloys,49613.0,2002
Agglomerated Cork,32454.0,2013
Gold,96930944.0,2013
Electric Soldering Equipment,1120543.0,2013
Antifreeze,419453.0,2019
Metal Lathes,103041.0,2006
Metal Molds,1763879.0,2002
Animal Extracts,284435.0,2002
Cement,13693764.0,1999
Time Switches,8505101.000000002,2003
Vinegar,385678.0,2012
Radio Receivers,95289.0,2014
Stainless Steel Wire,78905.0,2018
Soapstone,26298.0,2003
Cyclic Alcohols,28509.0,2011
Other Firearms,33.0,2021
Iron Toiletry,78035.0,2011
Felt or Coated Fabric Garments,35820861.0,2008
"Awnings, Tents, and Sails",1942729.0,2006
Tanned Equine and Bovine Hides,3913412.0,2007
Tanned Sheep Hides,10494891.0,2017
Artificial Fur,23751.0,2003
Embroidery,2914548.0,1997
Live Fish,7030797.0,1997
Prepared Explosives,1087360.0,2022
Raw Cotton,1008379.0,1999
Ethylene Polymers,5048192.0,2009
Wood Kitchenware,131472.0,2016
Granite,201292.0,1997
Vegetable Fiber,4821.0,1997
Composite Paper,172128.0,2004
Carbon Paper,289082.0,2008
Batteries,692949.0,2012
Knives,13963.0,1997
Vegetable or Animal Dyes,22735.0,2016
Pastes and Waxes,86998.0,2005
Aluminium Pipe Fittings,1131736.9999999998,2013
Onions,1668155.0,1997
Surveying Equipment,974217.0,1998
Knitted Hats,2465632.0,2007
Other Hand Tools,331145.0,2000
Tropical Fruits,322494.0,1997
Perfumes,11884418.0,2022
Rosin,1071.0,2017
Olive Oil,7378576.999999999,2020
Bells and Other Metal Ornaments,1199510.0,1996
Garden Tools,17048.0,2012
Cocoa Paste,26433.000000000004,1996
Inedible Fats and Oils,2904.0,2002
Gas and Liquid Flow Measuring Instruments,406339.0,2005
Retail Artificial Filament Yarn,31418.0,2001
Hand Saws,5640.0,1995
Industrial Food Preperation Machinery,457797.0,2002
Processed Tomatoes,10991461.0,2008
Mirrors and Lenses,94166.0,1997
Hydraulic Turbines,7189.0,2017
Buses,18465.0,1996
Fairground Amusements,634314.0,1996
Non-fillet Frozen Fish,29463739.0,2001
Electric Generating Sets,6508408.0,2022
Instructional Models,46912.00000000001,2007
Nitrogenous Fertilizers,266736.0,2004
Knotted Carpets,6556737.0,2020
Hair Products,1532617.0,1997
Leather Apparel,17773652.0,2020
Other Ceramic Articles,4146871.0,1999
Nitric Acids,16440.0,2019
Glands and Other Organs,962.0,2017
Dashboard Clocks,416.00000000000006,2006
Reaction and Catalytic Products,282007.0,2010
Ink Ribbons,1137526.0,2009
Vegetable waxes and beeswax,5922.0,2019
Equine and Bovine Hides,135342.0,2003
Cotton Waste,165647.0,2021
Medical Furniture,493483.0,2013
Iron Springs,477351.0,2012
Granite,894902.0,2008
Lettuce,1138236.0,2004
Leather Machinery,474198.00000000006,2014
Light Pure Woven Cotton,2168622.0,2017
Scales,48906.0,2003
Other Paper Machinery,879147.0,2022
Hydrochloric Acid,21936.0,2014
Railway Freight Cars,3686838.0,2013
Processed Tomatoes,4393134.0,2001
Fruit Pressing Machinery,126136.0,2001
Railway Track Fixtures,90825.0,2014
Retail Artificial Filament Yarn,22.000000000000004,2020
Washing and Bottling Machines,3102836.0,2007
Antibiotics,22945.0,2018
Electrical Ignitions,598699.0,1999
Hydrogen,191940.0,2018
Retail Silk Yarn,183.0,2000
Bladed Weapons and Accessories,698.0,2022
Children's Picture Books,17887.0,2009
Knives,84923.0,2012
Rubberworking Machinery,2017035.0,2008
Cinnamon,50766.00000000001,1997
Plaiting Products,195951.0,2000
Cabbages,7942903.0,2018
Packing Bags,19205873.0,2021
Salt,7435438.999999999,2020
"Fish: dried, salted, smoked or in brine",2130409.0,1996
Plastic Housewares,691128.0,2002
Float Glass,283658.0,2017
Chocolate,6339667.0,2012
Non-Retail Artificial Staple Fibers Sewing Thread,80200.0,2003
Knit Men's Suits,26672399.0,2000
Felt or Coated Fabric Garments,26727491.0,2006
Non-Knit Men's Suits,511533983.0,2001
Other Fermented Beverages,85666.0,2012
Fairground Amusements,6672.0,2005
Wool,989916.0,2020
Tufted Carpets,782720.0,1995
Aluminium Structures,70363.0,1999
Household Washing Machines,174791.0,2008
Opto-Electric Instrument Parts,596214.0,2001
Copper Foil,17831.0,2015
Casting Machines,84544.0,2017
Hot-Rolled Iron Bars,374952.0,2008
Lubricating Products,450787.0,2012
Coated Metal Soldering Products,1299196.0,2015
Dyeing Finishing Agents,46796.99999999999,2006
Copper Pipes,170218.0,2004
Microphones and Headphones,1918333.0,2017
Buttons,966346.0,2018
Fish oil,7672947.0,2002
Waxes,182671.0,1997
Silk-worm Cocoons,239.0,2012
Chlorides,156.0,2013
Non-powered Aircraft,99.0,2022
Flexible Metal Tubing,452276.0,2009
Saddlery,16134589.0,2021
Crustaceans,62842566.99999999,2002
Stranded Copper Wire,1011568.0,2016
Felt Carpets,263474.0,1996
Synthetic Rubber,506210.0,2004
Other Engines,1558425.0,2011
Non-Retail Synthetic Staple Fibers Yarn,11688818.0,2004
Plastic Pipes,33417721.0,2018
Explosive Ammunition,1177687.0,2008
Electric Motor Parts,2804663.0,2016
Video and Card Games,77191.0,2010
Blankets,5778987.0,1997
Metal Molds,746539.0,2000
"Nutmeg, mace and cardamons",12443.0,2019
Artificial Fibers Waste,1264316.0,1998
Other Footwear,30095663.0,2012
Audio Alarms,313583.0,1998
Plastic Pipes,78920258.0,2022
Antimony,117274.0,2010
"Motion-picture film, exposed and developed",78799.99999999999,2015
Zippers,2116758.0,1999
Footwear Parts,90476172.0,2013
Buckwheat,3847.0,2016
Raw Tobacco,1611869.9999999998,1999
Acrylic Polymers,637709.0,2004
Iron Springs,288482.0,2011
Fishing Ships,334546.0,2003
Iron Sheet Piling,24744.0,2005
Packaged Medicaments,12975045.0,2003
Other Nickel Products,2226866.0,2022
Carboxyimide Compounds,44.00000000000001,2013
Coconut and Other Vegetable Fibers,21618.000000000004,2007
Artistry Paints,12.0,2005
Other Carbon Paper,809312.0,1995
Central Heating Boilers,146892.0,2013
Time Recording Instruments,28336.0,2015
Other Nitrogen Compounds,9242.0,2004
Iron Structures,3792039.0,2002
Citrus,419777484.0,2013
Live Fish,7316853.0,2014
Pile Fabric,224479.0,1997
Vanilla,74210.0,2022
Frozen Fruits and Nuts,47288300.0,2003
Rubberworking Machinery,1338799.0,2016
Oxygen Heterocyclic Compounds,280615.0,1997
Shaped Paper,676293.0,2004
Baked Goods,3953943.0,2009
Other Electrical Machinery,2096221.0,1996
Kaolin Coated Paper,2306986.0,2000
Processed Hair,227.0,2015
Debacked Cork,418354.0,2007
Processed Mica,133.0,2017
Nitric Acids,22645.0,2021
Laboratory Ceramic Ware,394214.0,2016
Other Articles of Twine and Rope,108743.0,2021
Processed Mushrooms,667340.0,2000
Travel Kits,2198.0,2020
Aluminium Foil,136580.0,2007
Chemical Analysis Instruments,2867825.0,2004
Other Processed Vegetables,165014192.0,2018
Other toys,155905.0,1997
Wool or Animal Hair Waste,1957.0,2004
Headbands and Linings,2677740.0,2006
Pastes and Waxes,134280.0,2020
Glass Scraps,159499.0,2019
Ketones and Quinones,25467.0,2019
Hydrometers,1098496.0,2009
Processed Egg Products,720.0,2009
Cheese,31344244.0,2020
Cloves,1068.0,2020
Water,27952.0,2004
Pig Iron,3.0,2019
Molluscs,560307676.0,2013
Silver,185455653.0,2010
Silver,47150714.0,2002
Computers,3408117.0,2021
Rubber Inner Tubes,35757.0,2001
Other Large Iron Pipes,1415410.9999999998,2012
Other Cloth Articles,622364.0,1995
Mixed Mineral or Chemical Fertilizers,202672247.0,1995
Rubber Tires,533350.0,2014
Polycarboxylic Acids,4340.0,2012
Barley,36564.0,2006
Other Fruits,214628237.0,2016
Wood Kitchenware,111078.0,2011
Decals,29720.0,2021
Cement Articles,484716.0,2002
Essential Oils,42694014.0,2019
Fermented Milk Products,3170133.0,2012
Prepared Cotton,152680.0,2010
Combs,44692.0,2007
Percussion,11399.0,2019
Vinyl Chloride Polymers,533845.0,2022
Mattresses,2025804.0,1999
Scrap Aluminium,10062728.0,2002
Other Ores,6614.0,1999
Cocoa Beans,769203.0,1999
Refractory Ceramics,521660.0,2005
Scrap Plastic,1773265.0,2007
Scrap Waste,443748.0,2003
Molasses,6713830.0,2005
Other toys,9464738.0,2020
Other Ceramic Articles,2922985.0,2022
Aluminium Ore,16827.999999999996,2021
Knitting Machines,292719.0,2001
Other Pure Vegetable Oils,77376.0,1996
Particle Board,73940.0,2015
Rubber Textiles,97042.0,2013
Lead Bars,2162.0,2004
Porcelain Tableware,1011832.0,2022
Tensile Testing Machines,19941.0,2006
Beer,273245.0,2004
Flax Woven Fabric,143080.0,2016
Stranded Iron Wire,1163958.0,2009
Silver Clad Metals,662.9999999999999,2017
Coin,577.0000000000001,1997
Other Ores,3403393.9999999995,2013
Calcium Phosphates,445340719.0,1996
"Nutmeg, mace and cardamons",16842.0,2022
Large Flat-Rolled Iron,819845.0,2006
Photographic Film,28996.0,2005
Office Machine Parts,527445.0,1996
Calendars,11614.0,2009
Chlorides,825312.0,2022
Dolls,114097.0,2007
Preserved Meat,319249.0,2017
Non-Knit Men's Shirts,88392911.0,1997
Tea,17932080.0,2011
Audio Alarms,689999.0,2016
Hydrogen,81652.0,2011
Rosin,73.0,2015
Sulfate Chemical Woodpulp,344515.99999999994,2020
Animal Meal and Pellets,24767491.0,2003
Rubber Stamps,1384.0,2019
Broadcasting Equipment,9067216.0,2016
Root Vegetables,11877991.0,2020
Iron Housewares,1585534.0,1998
Bird Feathers and Skins,3976.000000000001,2010
Shaped Paper,431566.0,2002
Electric Motors,2649983.9999999995,2000
Rapeseed Oil,16490.0,1996
Sawn Wood,359742.0,2021
Electricity,1623059.0,2012
Watch Cases and Parts,1365.0,2008
"Marble, Travertine and Alabaster",10362882.0,2018
Jams,96386.0,1998
Saddlery,3257321.0,2007
Other Musical Instruments,16315.0,2017
Pearl Products,9013.0,1997
Unglazed Ceramics,33533270.0,2022
Hair Products,706321.0,2006
Rubber Thread,4283.999999999999,2008
Electrical Power Accessories,66383345.0,2016
Iron Wire,447269.0,2017
Legume Flours,139426.0,2020
Flexible Metal Tubing,6888.0,2002
Pasta,3577414.0,2004
Phosphinates (hypophosphites) and phosphonates (phosphites),42854958.0,2015
Soybean Meal,1129011.0,2007
Soil Preparation Machinery,186559.0,2010
Headbands and Linings,5155235.0,2016
Ornamental Trimmings,741497.0,2002
Heavy Pure Woven Cotton,23046853.0,2006
Glands and Other Organs,6157.999999999999,2016
Self-Propelled Rail Transport,119.0,2017
Honey,126295.0,2021
Flat Flat-Rolled Steel,285832.0,2015
Poultry Meat,46723.0,1996
Bricks,25729.0,1996
Lubricating Products,66306.0,2005
Iron Springs,635574.0,2018
"Locust beans, seaweed, sugar beet, cane, for food",63188226.0,2011
Other Coloring Matter,16933.0,2000
Tanned Goat Hides,108367.0,2006
Raw Bones,102341.0,2007
Used Rubber Tires,43562.0,2010
Nickel Pipes,206860.0,2012
Iron Wire,191446.0,2015
Blank Audio Media,93125.0,1999
Trunks and Cases,31760052.0,2010
Bitumen and asphalt,12763.0,2018
Plastic Floor Coverings,157086.0,2022
Prepared Cereals,7134.0,2002
Non-Retail Synthetic Filament Yarn,2241724.0,2009
Cobalt Ore,64155.00000000001,2019
Vegetable Tanning Extracts,714988.0,2002
Other Nickel Products,2571.0,1998
Tanned Furskins,465383.0,2003
Ink,1707666.0,2014
Coffee and Tea Extracts,29112065.0,2021
Non-Knit Men's Undergarments,5816725.0,2009
Hot-Rolled Stainless Steel Bars,1162.0,2014
Work Trucks,13385.0,2001
Nitrites and Nitrates,78647.0,2019
Vitamins,23431.0,1998
Sowing Seeds,6784604.0,2015
Non-Knit Women's Undergarments,16961817.0,2013
Oxygen Heterocyclic Compounds,271992.0,2001
Other Electrical Machinery,1550823.0,1997
Tanned Sheep Hides,32713272.0,2011
Other Women's Undergarments,208630988.0,2007
Jute and Other Textile Fibers,4155.0,2009
Textile Processing Machines,1040639.0,2022
Transmissions,472866.0,2004
Carbon,906.0,2009
Soapstone,325.0,2019
Other Agricultural Machinery,229150.0,2015
Cars,4704961.0,2003
Aldehydes,116628.0,2018
Perfumes,22238803.0,2010
Silver,79947791.0,2006
Synthetic Filament Yarn Woven Fabric,6431127.0,2000
Petroleum Resins,12870.999999999998,1998
Sowing Seeds,7214707.0,2013
Horses,72815.0,2005
Non-Retail Synthetic Staple Fibers Yarn,4685340.0,2017
Cigarette Paper,28753.0,2004
Other Frozen Vegetables,121055.0,2002
Documents of title (bonds etc) and unused stamps,7893618.0,2006
"Sulfonated, Nitrated or Nitrosated Hydrocarbons",306.0,2020
Aluminium Foil,153955.0,2005
String Instruments,3602.0,2009
Raw Tobacco,304332.0,2011
Industrial Furnaces,21423113.0,1996
Other Processed Fruits and Nuts,29543183.0,2021
Audio and Video Recording Accessories,466749.0,2008
Copper Housewares,121218.0,2015
Animal or Vegetable Fertilizers,1473.9999999999998,2020
Iron Pipes,263230.0,1998
Sowing Seeds,3737147.0,2007
Leather of Other Animals,104189.0,2000
Non-Knit Men's Undergarments,4663843.0,1995
Metal Office Supplies,164.0,2001
Special Pharmaceuticals,148769.0,2022
Architectural Plans,1016.0,2016
Sheet Music,249.0,2014
Rubber Footwear,46504604.0,2011
Antiques,253696.0,1997
Integrated Circuits,609591165.0,2010
Other Edible Animal Products,3756.0,2021
Salt,4560130.0,2007
Fireworks,13572.000000000002,2003
Blank Audio Media,2612981.0,2008
Industrial Furnaces,902905.0,2008
Phosphinates (hypophosphites) and phosphonates (phosphites),193346.0,2010
Other Electrical Machinery,18141882.0,2020
Synthetic Filament Tow,122495.0,2016
Coral and Shells,50525.0,2020
Other Firearms,805.9999999999999,1997
Scrap Iron,12009491.0,2019
Frozen Bovine Meat,3885.0,2009
Boron,1325.0,2010
Letter Stock,346864.0,2013
Cereal Flours,380151.0,2014
Tanned Furskins,2132325.0,2014
Iron Housewares,1306735.0,2019
Other Vegetable Oils,549327.0,2017
Refined Petroleum,405190513.0,2007
Iron Ore,14010.0,2000
Natural Cork Articles,9361393.0,2001
Compasses,2020501.0,1999
Monofilament,220892.0,2000
Aluminium Plating,32695.0,1995
Melons,9298191.0,2000
Other Stone Articles,920179.0,2009
Live Fish,5821631.0,2020
Felt,40472.0,2007
Wheat Gluten,303.0,2020
Precipitated Copper,1750939.0,1995
Other Nuts,7357355.0,2008
Non-Knit Women's Undergarments,23516262.0,2015
Tanned Equine and Bovine Hides,34725055.0,2017
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),1834.0,1999
Raw Aluminium,9957560.0,2018
Worked Ivory and Bone,538599.0,2003
Refractory Ceramics,505180.0,2000
Metal Lathes,134728.0,2016
Metal-Clad Products,16061.0,2020
Olive Oil,22351271.0,2017
Kaolin Coated Paper,2245889.0,2007
Prepared Rubber Accelerators,94756.0,2014
Metal Lathes,129107.0,2001
Horsehair Fabric,8463.0,2015
Concentrated Milk,416581.0,2005
Other Vinyl Polymers,25793.0,2010
Other Articles of Twine and Rope,117148.0,1999
Diamonds,8727.0,2010
Uncoated Paper,178902.00000000003,2022
Cutlery Sets,66316.0,2021
Bulbs and Roots,2684981.0,2017
Other Pure Vegetable Oils,55504251.0,2016
